comment,comment_without_emo,sentiment,intent
บอกเลยว่าทุกเมนู รับประกันความอร่อยค่ะ,บอกเลยว่าทุกเมนู รับประกันความอร่อยค่ะ,Positive,Neutral
ขอบคุณทุกครั้งที่คอยปลอบฉัน,ขอบคุณทุกครั้งที่คอยปลอบฉัน,Positive,Neutral
เธอยิ้มได้เราก็มีความสุข,เธอยิ้มได้เราก็มีความสุข,Positive,Neutral
ใช้งานได้โอเคเลย,ใช้งานได้โอเคเลย,Positive,Neutral
เขาเป็นคนดี ช่วยแมวที่กำลังจะตกจากอาคารสูง น่าชื่นชมนะ,เขาเป็นคนดี ช่วยแมวที่กำลังจะตกจากอาคารสูง น่าชื่นชมนะ,Positive,Neutral
เราจะสู้ไปด้วยกันและนับถอยหลัง3ปีไปด้วยกัน,เราจะสู้ไปด้วยกันและนับถอยหลัง3ปีไปด้วยกัน,Positive,Neutral
อย่าพึ่งท้อนะอ้วน สู้ๆ,อย่าพึ่งท้อนะอ้วน สู้ๆ,Positive,Neutral
ช่วยลดโลกร้อนด้วยการรณรงค์ร่วมมือลดมลพิษ,ช่วยลดโลกร้อนด้วยการรณรงค์ร่วมมือลดมลพิษ,Positive,Neutral
อยู่อย่างพอเพียงปลูกผักปลอดสารพิษ,อยู่อย่างพอเพียงปลูกผักปลอดสารพิษ,Positive,Neutral
โอเะไม่เสียใจ,โอเะไม่เสียใจ,Positive,Neutral
สร้างสันติภาพ,สร้างสันติภาพ,Positive,Neutral
จงนับถือตัวเองให้มากพอที่จะรู้ว่าคู่ควรสิ่งที่ดีที่สุด,จงนับถือตัวเองให้มากพอที่จะรู้ว่าคู่ควรสิ่งที่ดีที่สุด,Positive,Neutral
ความท้าทายสิ่งที่ทำให้ชีวิตน่าสนใจแต่การเอาชนะให้ได้สิ่งที่ทำให้ชีวิตความหมาย,ความท้าทายสิ่งที่ทำให้ชีวิตน่าสนใจแต่การเอาชนะให้ได้สิ่งที่ทำให้ชีวิตความหมาย,Positive,Neutral
อนาคตของขึ้นอยู่สิ่งที่ทำในนี้ไม่ใช่พรุ่งนี้,อนาคตของขึ้นอยู่สิ่งที่ทำในนี้ไม่ใช่พรุ่งนี้,Positive,Neutral
อย่าเพิ่งยอมแพ้จุดเริ่มต้นนั้นมักจะยากที่สุดเสมอ,อย่าเพิ่งยอมแพ้จุดเริ่มต้นนั้นมักจะยากที่สุดเสมอ,Positive,Neutral
สิ่งเดียวที่แน่นอนที่สุดในชีวิตคือความเปลี่ยนแปลง,สิ่งเดียวที่แน่นอนที่สุดในชีวิตคือความเปลี่ยนแปลง,Positive,Neutral
ความรักชนะความรักความสงบสุข,ความรักชนะความรักความสงบสุข,Positive,Neutral
ทุกที่ประสบชัยชนะในสิ่งใดที่ทำต้องเต็มใจตั้งใจ,ทุกที่ประสบชัยชนะในสิ่งใดที่ทำต้องเต็มใจตั้งใจ,Positive,Neutral
ความปรารถนาอันร้อนแรงชัยชนะความสำเร็จ,ความปรารถนาอันร้อนแรงชัยชนะความสำเร็จ,Positive,Neutral
จงแน่วแน่ในการตัดสินใจแต่ให้ยืดหยุ่นการลงมือทำ,จงแน่วแน่ในการตัดสินใจแต่ให้ยืดหยุ่นการลงมือทำ,Positive,Neutral
ความมั่นใจมาจากการไม่กลัวที่จะทำอะไรผิด,ความมั่นใจมาจากการไม่กลัวที่จะทำอะไรผิด,Positive,Neutral
วิธีให้กำลังใจตัวเองที่ดีที่สุดคือการให้กำลังใจอื่น,วิธีให้กำลังใจตัวเองที่ดีที่สุดคือการให้กำลังใจอื่น,Positive,Neutral
ก็ได้ค้นพบตัวเอง,ก็ได้ค้นพบตัวเอง,Positive,Neutral
สิ่งนี้เกิดขึ้นจากแรงบันดาลใจ,สิ่งนี้เกิดขึ้นจากแรงบันดาลใจ,Positive,Neutral
ไตร่ตรองและมองด้านบวกเข้าไว้,ไตร่ตรองและมองด้านบวกเข้าไว้,Positive,Neutral
การเริ่มต้นทำสิ่งเดิมอีกครั้งอย่างชาญฉลาดกว่าเดิม,การเริ่มต้นทำสิ่งเดิมอีกครั้งอย่างชาญฉลาดกว่าเดิม,Positive,Neutral
ชอบความรู้สึกแบบนี้น่ะ,ชอบความรู้สึกแบบนี้น่ะ,Positive,Neutral
ตั้งเเต่เราคุยเหมือนเราเจอมากขึ้น,ตั้งเเต่เราคุยเหมือนเราเจอมากขึ้น,Positive,Neutral
ให้นึกถึง,ให้นึกถึง,Positive,Neutral
เชื่อมั่นในตนเอง,เชื่อมั่นในตนเอง,Positive,Neutral
